statement,label,cleaned_text
Medicare began as a public option and now holds 97 percent of the market share.,1,medicare began as a public option and now holds  percent of the market share
Says Sen. Mitch McConnell is the No. 1 recipient of contributions from lobbyists this cycle.,1,says sen mitch mcconnell is the no  recipient of contributions from lobbyists this cycle
"98 percent of small businesses make less than $250,000 and would not see a tax increase under Barack Obama's plan.",1, percent of small businesses make less than  and would not see a tax increase under barack obamas plan
''The leading Democratic candidate once said that the unfettered free market is the most destructive force in modern America.'',0,the leading democratic candidate once said that the unfettered free market is the most destructive force in modern america
Says the American public overwhelmingly opposed Democratic-steered health care plan.,1,says the american public overwhelmingly opposed democraticsteered health care plan
"Says Dan Patrick supported giving a $5,000 taxpayer-funded voucher to every family to buy a car.",1,says dan patrick supported giving a  taxpayerfunded voucher to every family to buy a car
"Right now, if Rhode Island police come across a young person with a gun, they really dont legally have the right to take it away from them.",1,right now if rhode island police come across a young person with a gun they really dont legally have the right to take it away from them
"We have trade agreements with 20 countries, and we have trade surpluses with each one of those 20.",0,we have trade agreements with  countries and we have trade surpluses with each one of those 
"This March, for the first time in human history, the monthly average carbon dioxide in our atmosphere exceeded 400 parts per million. The range had been 170-300 parts per million for hundreds of thousands of years.",1,this march for the first time in human history the monthly average carbon dioxide in our atmosphere exceeded  parts per million the range had been  parts per million for hundreds of thousands of years
"Jon Corzine, elected governor. Teams up with Barbara Buono. $1.2 billion sales tax increase? Passed. Most spending in state history? Passed. After Buono named budget chair, taxes and fees increase 23 times in just two years. State debt? Up $13.4 billion. Unemployment? Doubled.",1,jon corzine elected governor teams up with barbara buono  billion sales tax increase passed most spending in state history passed after buono named budget chair taxes and fees increase  times in just two years state debt up  billion unemployment doubled
The Obama administration supported Muslim allies trying to establish a new international blasphemy standard.,0,the obama administration supported muslim allies trying to establish a new international blasphemy standard
Congress' approval rating is 11 percent. You know who's higher? Dick Cheney and HMOs.,0,congress approval rating is  percent you know whos higher dick cheney and hmos
Oil companies ...currently have 68-million acres that they're not using.,0,oil companies currently have  acres that theyre not using
Says Donald Trumps proposed tax treatment of hedge fund managers makes the current loophole even worse.,1,says donald trumps proposed tax treatment of hedge fund managers makes the current loophole even worse
John Raeses wife is registered to vote in Florida so she cant even vote for him.,1,john raeses wife is registered to vote in florida so she cant even vote for him
"Scientists tell us that we could have a cure in 10 years for Alzheimers were it not for overzealous regulators, excessive taxation and greedy litigators.",0,scientists tell us that we could have a cure in  years for alzheimers were it not for overzealous regulators excessive taxation and greedy litigators
"Mitt Romney made over a hundred million dollars by shutting down (a Marion, Ind. paper) plant.",0,mitt romney made over a hundred million dollars by shutting down a marion ind paper plant
More people are struck by lightning than commit in-person voter fraud by impersonation.,1,more people are struck by lightning than commit inperson voter fraud by impersonation
Says Hillary Clinton and Tim Kaine want to expand (Obamacare) into a single-payer program.,0,says hillary clinton and tim kaine want to expand obamacare into a singlepayer program
Says the last non-partisan commission to improve the voting experience in America concluded that #VoterID was necessary.,1,says the last nonpartisan commission to improve the voting experience in america concluded that voterid was necessary
Oregon school districts are directing 24 percent of their food budgets to purchase local foods. Thats the highest percentage in the country.,1,oregon school districts are directing  percent of their food budgets to purchase local foods thats the highest percentage in the country
Germany is crime-riddled right now because of migration to Europe.,0,germany is crimeriddled right now because of migration to europe
Says theCongressional Budget Officehas estimatedevery penny of the federal budget will go to interest on the debt and entitlement spending by 2025.,1,says thecongressional budget officehas estimatedevery penny of the federal budget will go to interest on the debt and entitlement spending by 
Mitt Romney said it was tragic to end the war in Iraq.,1,mitt romney said it was tragic to end the war in iraq
"During Obamas first five years as president, black unemployment increased 42 percent. During Reagans presidency, black unemployment dropped 20 percent.",0,during obamas first five years as president black unemployment increased  percent during reagans presidency black unemployment dropped  percent
Milwaukee lost the headquarters for MillerCoors because the area lacks good transit.,0,milwaukee lost the headquarters for millercoors because the area lacks good transit
"Says President Obama said of the national debt, If I dont have this done in three years, then theres going to be a one-term proposition.",0,says president obama said of the national debt if i dont have this done in three years then theres going to be a oneterm proposition
"Black Lives Matter, who are attacking law enforcement officers -- Barack Obama had them to the White House.",0,black lives matter who are attacking law enforcement officers  barack obama had them to the white house
"In 2012, there were nearly 12.2 million arrests and only 410 uses of deadly force by police in the United States.",1,in  there were nearly  million arrests and only  uses of deadly force by police in the united states
Every major religion is opposed to same-sex marriage.,1,every major religion is opposed to samesex marriage
"Says Texas has more than 80,000 abortions each year.",0,says texas has more than  abortions each year
Says Thomas Jefferson said that government is best which governs least.,0,says thomas jefferson said that government is best which governs least
The $18.8 billion in funding for K-12 education funding is the highest in Florida history and includes a record $10.6 billion in state funds.,1,the  billion in funding for  education funding is the highest in florida history and includes a record  billion in state funds
"In the 2000 Florida election, at least 1,100 eligible voters were wrongly dropped from voting rolls in an attempt to purge a list of felons. Many of those who were dropped showed up to vote and were told they could not.",1,in the  florida election at least  eligible voters were wrongly dropped from voting rolls in an attempt to purge a list of felons many of those who were dropped showed up to vote and were told they could not
"My grandfather came home from ... (World War II) exhausted from the burdens he had borne, and died the next day.",1,my grandfather came home from  world war ii exhausted from the burdens he had borne and died the next day
The largest U.S. companies would owe $620 billion in U.S. taxes on the cash they store in tax havens.,1,the largest us companies would owe  billion in us taxes on the cash they store in tax havens
If Trump had just put his fathers money in a mutual fund ... hed have $8 billion.,0,if trump had just put his fathers money in a mutual fund  hed have  billion
"Fewer black and Latino men participate in the labor force, compared to young white men.",1,fewer black and latino men participate in the labor force compared to young white men
"Says Adam Hasner gives the wealthy tax breaks worth $250,000 a year but hikes middle class taxes $2,000.",0,says adam hasner gives the wealthy tax breaks worth  a year but hikes middle class taxes 
"State House incumbent Jill Chambers, R-Atlanta, personally profits from taxpayer money.",0,state house incumbent jill chambers ratlanta personally profits from taxpayer money
The group that supported the presidents health care bill the most? Latinos.,0,the group that supported the presidents health care bill the most latinos
"Women take birth control, more than half of them, as a medication for other conditions.",1,women take birth control more than half of them as a medication for other conditions
Says the Feingold garage ad is a fake: Hes not standing in front of his house.,0,says the feingold garage ad is a fake hes not standing in front of his house
"McCain ""hasn't held executive responsibility.""",0,mccain hasnt held executive responsibility
McCain got more money from Airbus' U.S. executives than any other politician.,1,mccain got more money from airbus us executives than any other politician
Forty-five percent of doctors say theyll quit if health care reform passes.,0,fortyfive percent of doctors say theyll quit if health care reform passes
"Says Glenn Grothman pushed through state tax credits that when phased in, someone that owns a factory that produces millions in income will pay less tax than their nephew would if he worked full time at Taco Bell for minimum wage.",1,says glenn grothman pushed through state tax credits that when phased in someone that owns a factory that produces millions in income will pay less tax than their nephew would if he worked full time at taco bell for minimum wage
"Says that under a new program jail ""time for non-violent, mentally ill offenders has been reduced by 50 percent.""",1,says that under a new program jail time for nonviolent mentally ill offenders has been reduced by  percent
"John McCain intervened, which helped Airbus get that Pentagon contract.",0,john mccain intervened which helped airbus get that pentagon contract
I have never said that I don't wear flag pins or refuse to wear flag pins.,0,i have never said that i dont wear flag pins or refuse to wear flag pins
Say71 percent of doctors say Hillarys health concerns are serious and could be disqualifying.,0, percent of doctors say hillarys health concerns are serious and could be disqualifying
Expanding the sale of full-strength beer and wine to grocery stores isgood for everybody.,1,expanding the sale of fullstrength beer and wine to grocery stores isgood for everybody
Says history suggests sports will quickly subsume a lot of the attention span of the country in the presidential primary.,1,says history suggests sports will quickly subsume a lot of the attention span of the country in the presidential primary
The U.S. has now spent more on reconstructing Afghanistan than was spent on the Marshall Plan and the reconstruction of Europe.,1,the us has now spent more on reconstructing afghanistan than was spent on the marshall plan and the reconstruction of europe
"The federal debt is more than $14 trillion, almost equal to the size of our entire economy, and every child born today inherits a $45,000 share of the national debt before they take their first breath.",1,the federal debt is more than  trillion almost equal to the size of our entire economy and every child born today inherits a  share of the national debt before they take their first breath
I wake up every morning in a house (the White House) that was built by slaves.,1,i wake up every morning in a house the white house that was built by slaves
"Says Milwaukee County Executive Chris Abele spent $100,000 of taxpayer money on a new luxury SUV.",0,says milwaukee county executive chris abele spent  of taxpayer money on a new luxury suv
The media never show crowds.,0,the media never show crowds
The governor has made a commitment to billions of dollars in debt and new spending without any explanation of how he plans to pay that money back.,0,the governor has made a commitment to billions of dollars in debt and new spending without any explanation of how he plans to pay that money back
Says he had to impose tougher cost controls on state employees than any previous Wisconsin governor.,1,says he had to impose tougher cost controls on state employees than any previous wisconsin governor
Says the Congressional Budget Office is expecting a protracted economic malaise for at least the next decade under current policies.,1,says the congressional budget office is expecting a protracted economic malaise for at least the next decade under current policies
"It was Hillary Clinton who left Americans in harms way in Benghazi and after four Americans fell said, What difference at this point does it make?",0,it was hillary clinton who left americans in harms way in benghazi and after four americans fell said what difference at this point does it make
Congresswoman Bachmann actually said we should be 'weaned' off our Social Security and Medicare. She wants to privatize Social Security and replace Medicare with some kind of voucher system.,1,congresswoman bachmann actually said we should be weaned off our social security and medicare she wants to privatize social security and replace medicare with some kind of voucher system
Says children are coming into the U.S. in staggering numbers because President Barack Obama has been promising amnesty.,0,says children are coming into the us in staggering numbers because president barack obama has been promising amnesty
"The United States has never been richer, if you look at per capita GDP.",1,the united states has never been richer if you look at per capita gdp
Michele Bachmanns legislative record is offering failed amendments.,1,michele bachmanns legislative record is offering failed amendments
"Says that when San Francisco banned plastic grocery bags, you saw the number of instances of people going to the ER with things like salmonella and other related illnesses spike.",0,says that when san francisco banned plastic grocery bags you saw the number of instances of people going to the er with things like salmonella and other related illnesses spike
Scott Walker had a 2.3 GPA when he was asked to leave Marquette University for cheating.,0,scott walker had a  gpa when he was asked to leave marquette university for cheating
"Says a company that got tax breaks from the state later laid off 100 Ohioans, even as its CEO cut a half-million-dollar check to Kasichs super PAC.",1,says a company that got tax breaks from the state later laid off  ohioans even as its ceo cut a halfmilliondollar check to kasichs super pac
"Ohio Director of Job Creation Mark Kvamme just clawed back about $900,000 from companies that made promises and they didnt keep them.",1,ohio director of job creation mark kvamme just clawed back about  from companies that made promises and they didnt keep them
There is no clinical evidence that vaccinating healthcare workers protects patients.,0,there is no clinical evidence that vaccinating healthcare workers protects patients
On in-state tuition for unauthorized immigrants.,1,on instate tuition for unauthorized immigrants
I made a bunch of these promises during the campaign. ... Weve got about 60 percent done in three years.,0,i made a bunch of these promises during the campaign  weve got about  percent done in three years
"On the day of the New Hampshire primary in 1980, the top 13 people of Ronald Reagans staff quit.",1,on the day of the new hampshire primary in  the top  people of ronald reagans staff quit
Some of the wealthiest Americans are African-American now.,0,some of the wealthiest americans are africanamerican now
Theres 400 more people working in health care today in New Hampshire than when we passed the budget.,0,theres  more people working in health care today in new hampshire than when we passed the budget
President Barack Obamas health care reform slashed $500 billion from Medicare.,0,president barack obamas health care reform slashed  billion from medicare
The U.S. ranks 37th in the world for health care.,1,the us ranks  in the world for health care
"A high school dropout makes on average $19,000 a year, a high school graduate makes $28,000 a year, a college graduate makes $51,000 a year.",1,a high school dropout makes on average  a year a high school graduate makes  a year a college graduate makes  a year
Theres almost 1 million Texans who are unemployed and thats an all-time record number in our state.,1,theres almost  million texans who are unemployed and thats an alltime record number in our state
"Nearly 70 percent of all federal spending will go towards Social Security, Medicare, and Medicaid in fiscal year 2014.",0,nearly  percent of all federal spending will go towards social security medicare and medicaid in fiscal year 
"In Ohio, each year an estimated 1,000 children become victims of human trafficking, and over 3,000 more are at risk.",0,in ohio each year an estimated  children become victims of human trafficking and over  more are at risk
"Claims that Obama said, ""For those who oppose our policies, you should just shut up and go away.""",0,claims that obama said for those who oppose our policies you should just shut up and go away
"Says, Yet in Salem they have traditionally waited until the money is almost gone to pay for the most important things in our states budget.",0,says yet in salem they have traditionally waited until the money is almost gone to pay for the most important things in our states budget
"18 percent of our land in our state right now is either federally, state or county owned for conservation purposes.",1, percent of our land in our state right now is either federally state or county owned for conservation purposes
"The race will tighten, just because that's what happens at the end of campaigns. They always have.",1,the race will tighten just because thats what happens at the end of campaigns they always have
"Even after Obamacare is fully implemented, there still will be tens of millions of people not covered.",1,even after obamacare is fully implemented there still will be tens of millions of people not covered
The [Obama] administrations regulatory assault on coal-fired energy has put thousands of Americans out of work,0,the  administrations regulatory assault on coalfired energy has put thousands of americans out of work
"We have 80,000 abortions in Texas every year.",1,we have  abortions in texas every year
Says Tri-Rail shows the potential problems with investing in high-speed rail.,0,says trirail shows the potential problems with investing in highspeed rail
Says U.S. Senate rival Tommy Thompson is a big corporate lobbyist and has been lobbying during the middle of the campaign.,1,says us senate rival tommy thompson is a big corporate lobbyist and has been lobbying during the middle of the campaign
"Congressman Paul introduces numerous pieces of substantive legislation each year, probably more than any single member of Congress.",1,congressman paul introduces numerous pieces of substantive legislation each year probably more than any single member of congress
Four members of the Rhode Island General Assembly went to vote in 2010 and were told they had already voted.,0,four members of the rhode island general assembly went to vote in  and were told they had already voted
"The Democrat-backed health care reform plan ""will require (Americans) to subsidize abortion with their hard-earned tax dollars.""",0,the democratbacked health care reform plan will require americans to subsidize abortion with their hardearned tax dollars
Mark Warner cast the tiebreaking vote to pass Obamacare.,0,mark warner cast the tiebreaking vote to pass obamacare
"In Iraq, violence is down to an all-time low since the start of the war.",1,in iraq violence is down to an alltime low since the start of the war
North Koreas missiles are not going to have a capability to reach the United States anytime real soon.,1,north koreas missiles are not going to have a capability to reach the united states anytime real soon
Im running for office with much more experience and qualifications than Barack Obama had when he ran.,1,im running for office with much more experience and qualifications than barack obama had when he ran
Says Measure 3-386 will cost a fortune for elections while Measure 3-388 will cost less.,0,says measure  will cost a fortune for elections while measure  will cost less
"In 2008, Charlie Crist applauded the pick of Sarah Palin and said she would do a great job.",1,in  charlie crist applauded the pick of sarah palin and said she would do a great job
"The president promised to close the space gap, but he now seems intent on repeating the events that created the space gap in the first place -- putting in place a new rocket design and then trying to underfund the effort...",1,the president promised to close the space gap but he now seems intent on repeating the events that created the space gap in the first place  putting in place a new rocket design and then trying to underfund the effort
Republicans dont think its a good idea to make the child care tax credit stronger.,0,republicans dont think its a good idea to make the child care tax credit stronger
More than half of women under 30 who give birth do so outside of marriage...,1,more than half of women under  who give birth do so outside of marriage
I cut spending while serving in the state Legislature,1,i cut spending while serving in the state legislature
"If we ban the practice of earmarks, we could save the American taxpayer anywhere between $15 (billion) to $20 billion dollars a year in pork-barrel spending.",1,if we ban the practice of earmarks we could save the american taxpayer anywhere between  billion to  billion dollars a year in porkbarrel spending
Our welfare system now consumes 42 percent of our budget.,1,our welfare system now consumes  percent of our budget
Agriculture is the strongest industry in Ohio.,1,agriculture is the strongest industry in ohio
This is the first time in the history that weve had the raising of a debt limit also with spending cuts.,0,this is the first time in the history that weve had the raising of a debt limit also with spending cuts
"Sarah Palin was repeating ""Abraham Lincoln's words"" in discussing the war in Iraq.",1,sarah palin was repeating abraham lincolns words in discussing the war in iraq
Kelly Ayotte voted for a budget that had $90 billion of cuts to Pell Grants.,0,kelly ayotte voted for a budget that had  billion of cuts to pell grants
Says U.S. Rep. Connie Mack IV passed only one bill in seven years.,1,says us rep connie mack iv passed only one bill in seven years
Republican-leaning states get more in federal dollars than they pay in taxes.,1,republicanleaning states get more in federal dollars than they pay in taxes
"Barack Obama said in 2004 ""that he basically agreed with the way George Bush was conducting the war.""",1,barack obama said in  that he basically agreed with the way george bush was conducting the war
Says President Barack Obama is a socialist.,0,says president barack obama is a socialist
Wisconsin was literally broke when Republicans took office in January 2011.,0,wisconsin was literally broke when republicans took office in january 
"About two-thirds of Medicaid beneficiaries are children, but they account for one-third of the programs cost, while one-third are elderly, and they account for two-thirds of the cost.",0,about twothirds of medicaid beneficiaries are children but they account for onethird of the programs cost while onethird are elderly and they account for twothirds of the cost
Says Tom Cottons vote in Congress to change Medicare will increase out-of-pocket expenses for every senior in Arkansas.,0,says tom cottons vote in congress to change medicare will increase outofpocket expenses for every senior in arkansas
"Says the Obama administration approved a major disaster declaration for Oklahoma in 2009, when nine of the states 77 counties burned for about three days, while Texas wildfires have been burning for longer without such a declaration.",1,says the obama administration approved a major disaster declaration for oklahoma in  when nine of the states  counties burned for about three days while texas wildfires have been burning for longer without such a declaration
Our campaign depends on small donations for the majority of our support.,0,our campaign depends on small donations for the majority of our support
"Says Crist campaign website ""has eliminated all references to our Republican Party.""",0,says crist campaign website has eliminated all references to our republican party
On a cap-and-trade plan.,0,on a capandtrade plan
"There hasnt really been a lot of net growth in the federal workforce when you compare it to say, 1990.",1,there hasnt really been a lot of net growth in the federal workforce when you compare it to say 
The American Conservative Union gives [Rep. Tim] Ryan a dismal 0.0 percent rating for the billions he has contributed to our national debt.,0,the american conservative union gives  ryan a dismal  percent rating for the billions he has contributed to our national debt
"The departments of Commerce, Education and Energy and the EPA saw their spending increase by between 130 percent and 219 percent between 2008 and 2010.",0,the departments of commerce education and energy and the epa saw their spending increase by between  percent and  percent between  and 
Says he hasnt changed his view on abortion restrictions.,0,says he hasnt changed his view on abortion restrictions
Says the director of an anti-abortion group receiving a Texas grant to provide womens health services believes HIV can be spread through the sewer system.,1,says the director of an antiabortion group receiving a texas grant to provide womens health services believes hiv can be spread through the sewer system
Says Rick Perry of Texas was the governor who relied most on stimulus funds to close his states budget deficit in 2010.,1,says rick perry of texas was the governor who relied most on stimulus funds to close his states budget deficit in 
Democrats are cutting our school funding. Four times in the last 10 years before we came into office.,0,democrats are cutting our school funding four times in the last  years before we came into office
Says President Barack Obama himself has granted waivers allowing into the United States refugees who provided material support to terrorists.,0,says president barack obama himself has granted waivers allowing into the united states refugees who provided material support to terrorists
"In almost every other country in the world, artists and musicians are paid when their music is played on the radio. In fact, the only countries besides the U.S. who do not have a radio-performance right are China, Iran and North Korea.",1,in almost every other country in the world artists and musicians are paid when their music is played on the radio in fact the only countries besides the us who do not have a radioperformance right are china iran and north korea
One man sacrificed for his country. One man opposed a flawed strategy in Iraq. One man had the courage to call for change. One man didn't play politics with the truth. One man stands up to the special interests.,1,one man sacrificed for his country one man opposed a flawed strategy in iraq one man had the courage to call for change one man didnt play politics with the truth one man stands up to the special interests
"Says Paul Ryan supports banning all abortions, even in cases of rape or incest.",1,says paul ryan supports banning all abortions even in cases of rape or incest
"More than 1,000 American soldiers have lost their lives in Afghanistan in the last 27 months. This is more than the combined total of the nine years before.",0,more than  american soldiers have lost their lives in afghanistan in the last  months this is more than the combined total of the nine years before
Weve doubled the production of clean energy.,1,weve doubled the production of clean energy
Most Americans support the legalization of marijuana.,1,most americans support the legalization of marijuana
"Under Barack Obama, the U.S. now has the lowest workforce since (President Jimmy) Carter.",0,under barack obama the us now has the lowest workforce since president jimmy carter
A rural hospital in Missouri closes every 8 months. The legislatures failure to expand Medicaid has brought crisis to many of Missouris rural health care providers.,1,a rural hospital in missouri closes every  months the legislatures failure to expand medicaid has brought crisis to many of missouris rural health care providers
"Harambe received 15,000 votes in the presidential election.",0,harambe received  votes in the presidential election
The United States is one of only seven nations that allows elective abortions after 20 weeks post-fertilization.,1,the united states is one of only seven nations that allows elective abortions after  weeks postfertilization
Says Thom Tillis gives tax breaks to yacht and jet owners.,0,says thom tillis gives tax breaks to yacht and jet owners
"During his time as House speaker, unemployment came down from 5.6 percent to under 4 (percent).",0,during his time as house speaker unemployment came down from  percent to under  percent
Obamacare was the Republican plan in the early 90s.,1,obamacare was the republican plan in the early 
We had an amendment in the health care law that said the federal government is going to take over education.,0,we had an amendment in the health care law that said the federal government is going to take over education
"(Assembly Democrats) wanted to raise the gas tax by $2.4 billion. We said no to that....Theyre down on the ground. Theyre sweating. Theyre twitching. Its ugly, cause I keep saying no.",0,assembly democrats wanted to raise the gas tax by  billion we said no to thattheyre down on the ground theyre sweating theyre twitching its ugly cause i keep saying no
"Says he turned down a Medicaid expansion under Obamacare, but because of actions he took, for the first time in Wisconsins history everyone living in poverty is covered under Medicaid.",1,says he turned down a medicaid expansion under obamacare but because of actions he took for the first time in wisconsins history everyone living in poverty is covered under medicaid
Says Patrick Murphy switched his vote on All Aboard Florida ... because his father tried to get in a bid to build it and was unsuccessful.,0,says patrick murphy switched his vote on all aboard florida  because his father tried to get in a bid to build it and was unsuccessful
Says U.S. Sen Sherrod Brown promised that the first stimulus bill would fund the Brent Spence Bridge.,0,says us sen sherrod brown promised that the first stimulus bill would fund the brent spence bridge
"Tampa got more (federal housing) money because they scored higher on the blight scoring system, so theyve got a much bigger problem than we do.",0,tampa got more federal housing money because they scored higher on the blight scoring system so theyve got a much bigger problem than we do
"In nine Democratic debates, Weve not had one question about a womans right to make her own decisions about reproductive health care, not one question.",1,in nine democratic debates weve not had one question about a womans right to make her own decisions about reproductive health care not one question
"The Manchin-Toomey amendment would have criminalized certain private transfers of firearms between honest citizens, requiring lifelong friends, neighbors and some family members to get government approval.",0,the manchintoomey amendment would have criminalized certain private transfers of firearms between honest citizens requiring lifelong friends neighbors and some family members to get government approval
McCain Trying to Have it Both Ways on Iraq,0,mccain trying to have it both ways on iraq
The budget submitted by Obama will add more to the debt than the outstanding debt of the previous 43 presidents combined.,1,the budget submitted by obama will add more to the debt than the outstanding debt of the previous  presidents combined
I've issued a six-month moratorium on deepwater drilling.,1,ive issued a sixmonth moratorium on deepwater drilling
Toomey and Trump will ban abortion and punish women who have them.,0,toomey and trump will ban abortion and punish women who have them
Tuition at Rutgers has increased 10 percent since Gov. Chris Christie took office because he cut funding for higher education.,1,tuition at rutgers has increased  percent since gov chris christie took office because he cut funding for higher education
"The reason we even have colleges is that at some point there were politicians who said, You know what? We should start colleges.",0,the reason we even have colleges is that at some point there were politicians who said you know what we should start colleges
Capital Metro originally said MetroRails yearly operating costs would be about $2.5 million. Last year ... it cost $13 million to operate.,1,capital metro originally said metrorails yearly operating costs would be about  million last year  it cost  million to operate
Providence has more of its pension fund invested in hedge funds and is less transparent about it than the state.,1,providence has more of its pension fund invested in hedge funds and is less transparent about it than the state
Says President John F. Kennedy released a star Green Bay Packer from military reserve duty so that he could play in the 1961 NFL Championship Game.,1,says president john f kennedy released a star green bay packer from military reserve duty so that he could play in the  nfl championship game
"If the General Assembly does not address the states structural deficit, more than 23,000 education professionals will be immediately yanked out of Pennsylvania schools.",0,if the general assembly does not address the states structural deficit more than  education professionals will be immediately yanked out of pennsylvania schools
"Says he brought 1,200 jobs to Texas by moving his factories here from China.",1,says he brought  jobs to texas by moving his factories here from china
U.S. Rep. Paul Broun has not authored any legislation that has been adopted by Congress.,1,us rep paul broun has not authored any legislation that has been adopted by congress
On recess appointments.,1,on recess appointments
"Four years as a congressman, he [U.S. Rep. Hank Johnson] never talked about MARTA.",0,four years as a congressman he  never talked about marta
Texas has the highest rate of uninsured in the nation. ... And there are more uninsured children in Texas than in any other state.,1,texas has the highest rate of uninsured in the nation  and there are more uninsured children in texas than in any other state
Eighty percent of Wall Street executives and their spouses donations go to Democrats.,0,eighty percent of wall street executives and their spouses donations go to democrats
"Like me, Scott Walker opposed the 1998 transportation bill and the $9 billion of wasteful spending.",0,like me scott walker opposed the  transportation bill and the  billion of wasteful spending
"Newspapers say Florida made bad investments, lost hundreds of millions of dollars, billions in pension funds lost. Who was in charge of Floridas investments? Alex Sink.",1,newspapers say florida made bad investments lost hundreds of millions of dollars billions in pension funds lost who was in charge of floridas investments alex sink
Says 80 percent of the health care dollars are spent by 20 percent of the population.,1,says  percent of the health care dollars are spent by  percent of the population
"Steve Southerland did not pay his taxes in 05, 06, 07, 08 or 09.",0,steve southerland did not pay his taxes in     or 
Eliminating Obamacare ... saves $95 billion a year.,0,eliminating obamacare  saves  billion a year
There are 4.7 percent of Virginians who are minimum wage earners who are over 25 years of age working full-time and trying to raise a family.,1,there are  percent of virginians who are minimum wage earners who are over  years of age working fulltime and trying to raise a family
Says broken compact fluorescent light bulbs allegedly cause migraines and epilepsy attacks.,0,says broken compact fluorescent light bulbs allegedly cause migraines and epilepsy attacks
At least a quarter of those apprehended at the border have criminal records.,0,at least a quarter of those apprehended at the border have criminal records
Says Rick Scotts record on jobs includes Florida ranked 2nd in the nation in long-term unemployment.,1,says rick scotts record on jobs includes florida ranked  in the nation in longterm unemployment
Says President Obamas new immigration plan is amnesty.,0,says president obamas new immigration plan is amnesty
"For the first time in over 40 years, Republicansdont hold a single statewide office in Virginia.",1,for the first time in over  years republicansdont hold a single statewide office in virginia
Polls show that Americans overwhelmingly support expanding background checks.,1,polls show that americans overwhelmingly support expanding background checks
Nearly 20% of our residents are born abroad.,1,nearly  of our residents are born abroad
"When it comes to jobless workers, Mitt Romney says he likes to fire people.",0,when it comes to jobless workers mitt romney says he likes to fire people
A child born in America today will inherit $1.5 million in debt the moment theyre placed in their mothers arms.,1,a child born in america today will inherit  million in debt the moment theyre placed in their mothers arms
Says the U.S. fleet of attack submarines is scheduled to fall below the 48 boats that Navy says it needs to carry out current missions.,1,says the us fleet of attack submarines is scheduled to fall below the  boats that navy says it needs to carry out current missions
Georgias share of money from the Federal Highway Trust Fund declined 12 percent between 2008 and 2013.,1,georgias share of money from the federal highway trust fund declined  percent between  and 
"Americans spend 100-million hours a year filling out these forms (FAFSA). That is the equivalent of 55,500 full-time jobs.",1,americans spend  hours a year filling out these forms fafsa that is the equivalent of  fulltime jobs
"If you look at the application for a security clearance, I have a clearance that even the president of the United States cannot obtain because of my background.",0,if you look at the application for a security clearance i have a clearance that even the president of the united states cannot obtain because of my background
Says Hawaii Gov. Neil Abercrombie made a late-night visit to Kinkos to forge President Barack Obamas birth certificate two days before Obama unveiled it to the media.,0,says hawaii gov neil abercrombie made a latenight visit to kinkos to forge president barack obamas birth certificate two days before obama unveiled it to the media
"In the Illinois Legislature, Barack Obama ""voted 'present,' instead of yes or no"" on seven votes involving abortion rights.",1,in the illinois legislature barack obama voted present instead of yes or no on seven votes involving abortion rights
"If you want to vote in Texas, you can use a concealed-weapon permit as a valid form of identification, but a valid student ID isnt good enough.",1,if you want to vote in texas you can use a concealedweapon permit as a valid form of identification but a valid student id isnt good enough
Says the cascading effects of climate change contributed to the rise of ISIS.,1,says the cascading effects of climate change contributed to the rise of isis
"Says state Rep. Sandy Pasch, her recall opponent, voted to allow public school employees to use taxpayer dollars to pick up the tab forViagra.",0,says state rep sandy pasch her recall opponent voted to allow public school employees to use taxpayer dollars to pick up the tab forviagra
"Barack Obama ""rejects everyone white, including his mother and his grandparents.""",0,barack obama rejects everyone white including his mother and his grandparents
A company hired to do Common Core testing in Florida will attract every one of your children to become as homosexual as they possibly can.,0,a company hired to do common core testing in florida will attract every one of your children to become as homosexual as they possibly can
The U.S. Supreme Court has not traditionally asked a lot of questions during oral arguments.,1,the us supreme court has not traditionally asked a lot of questions during oral arguments
"Fracturing or horizontally fracturing the shale to open up larger pockets of natural gas ... has been used for over 60 years and, as of 2009, over 80,000 wells have been fracked in Ohio.",1,fracturing or horizontally fracturing the shale to open up larger pockets of natural gas  has been used for over  years and as of  over  wells have been fracked in ohio
"In 2004, ""20 percent of U.S. households were getting about 75 percent of their income from the federal government. ... Another 20 percent were receiving almost 40 percent.""",0,in   percent of us households were getting about  percent of their income from the federal government  another  percent were receiving almost  percent
We are now eighth in the nation in job creation . . . we are No. 1 in the Midwest.,1,we are now eighth in the nation in job creation    we are no  in the midwest
"In Europe, church attendance rates (are) in the single digits because churches are supported by taxes.",0,in europe church attendance rates are in the single digits because churches are supported by taxes
Says George LeMieux even compared Marco Rubio to Barack Obama.,0,says george lemieux even compared marco rubio to barack obama
Says Barack Obama promised to halve the deficit in his first term.,1,says barack obama promised to halve the deficit in his first term
Says the government has gotten the TARP money back plus a profit.,0,says the government has gotten the tarp money back plus a profit
Points of Light is the worlds largest volunteer organization.,0,points of light is the worlds largest volunteer organization
Says Mark Pryorcut Medicare to pay for Obamacare.,1,says mark pryorcut medicare to pay for obamacare
Says Tim Kaine actually tried to raise taxes by about $4 billion.,1,says tim kaine actually tried to raise taxes by about  billion
Says Marco Rubio is proposing a new $1 trillion welfare program in tax credits and $1 trillion in new military spending.,1,says marco rubio is proposing a new  trillion welfare program in tax credits and  trillion in new military spending
